Council Area code,Council Area,Year,Median (£),Mean (£),Count,Total value (£),Lower quartile (£),Upper quartile (£)
S12000023,Orkney Islands,2005," 86,000 "," 95,520 ", 347 ," 33,145,329 "," 65,000 "," 120,000 "
S12000023,Orkney Islands,2006," 92,150 "," 103,272 ", 365 ," 37,694,099 "," 68,350 "," 135,000 "
S12000023,Orkney Islands,2007," 100,000 "," 111,629 ", 400 ," 44,651,401 "," 66,539 "," 143,250 "
S12000023,Orkney Islands,2008," 106,500 "," 114,236 ", 350 ," 39,982,645 "," 72,000 "," 147,805 "
S12000023,Orkney Islands,2009," 110,000 "," 115,719 ", 278 ," 32,169,869 "," 72,000 "," 156,543 "
S12000023,Orkney Islands,2010," 105,000 "," 112,017 ", 296 ," 33,156,978 "," 66,950 "," 145,000 "
S12000023,Orkney Islands,2011," 110,000 "," 123,594 ", 269 ," 33,246,694 "," 82,500 "," 165,000 "
S12000023,Orkney Islands,2012," 120,000 "," 134,821 ", 268 ," 36,132,031 "," 86,889 "," 172,375 "
S12000023,Orkney Islands,2013," 120,000 "," 125,537 ", 305 ," 38,288,928 "," 84,000 "," 160,000 "
S12000023,Orkney Islands,2014," 115,000 "," 124,872 ", 346 ," 43,205,603 "," 80,000 "," 156,750 "
S12000023,Orkney Islands,2015," 121,500 "," 130,990 ", 337 ," 44,143,765 "," 80,000 "," 172,500 "
S12000023,Orkney Islands,2016," 125,000 "," 136,482 ", 420 ," 57,322,488 "," 89,375 "," 175,000 "
S12000023,Orkney Islands,2017," 142,750 "," 147,717 ", 417 ," 61,598,055 "," 97,500 "," 185,000 "
S12000023,Orkney Islands,2018," 147,000 "," 153,860 ", 395 ," 60,774,534 "," 107,712 "," 187,331 "
S12000023,Orkney Islands,2019," 150,000 "," 157,740 ", 394 ," 62,149,617 "," 110,000 "," 202,250 "
S12000023,Orkney Islands,2020," 152,500 "," 167,417 ", 335 ," 56,084,745 "," 120,000 "," 215,005 "
S12000023,Orkney Islands,2021," 171,533 "," 186,821 ", 400 ," 74,728,465 "," 126,625 "," 235,133 "
S12000023,Orkney Islands,2022," 195,750 "," 213,068 ", 314 ," 66,903,370 "," 145,000 "," 273,688 "
S12000023,Orkney Islands,2023," 185,000 "," 206,744 ", 339 ," 70,086,361 "," 149,000 "," 260,000 "
S12000023,Orkney Islands,2024," 191,250 "," 208,621 ", 374 ," 78,024,198 "," 150,000 "," 255,000 "
S12000026,Scottish Borders,2004," 88,800 "," 119,475 "," 2,603 "," 310,993,215 "," 44,825 "," 166,612 "
S12000026,Scottish Borders,2005," 99,000 "," 130,633 "," 2,633 "," 343,957,289 "," 58,000 "," 175,000 "
S12000026,Scottish Borders,2006," 123,507 "," 147,926 "," 3,012 "," 445,553,301 "," 77,000 "," 190,000 "
S12000026,Scottish Borders,2007," 139,995 "," 166,017 "," 3,037 "," 504,192,250 "," 90,000 "," 210,000 "
S12000026,Scottish Borders,2008," 137,319 "," 170,971 "," 2,072 "," 354,251,226 "," 89,688 "," 217,996 "
S12000026,Scottish Borders,2009," 138,750 "," 164,381 "," 1,412 "," 232,106,473 "," 92,000 "," 205,938 "
S12000026,Scottish Borders,2010," 145,000 "," 172,496 "," 1,522 "," 262,538,888 "," 90,000 "," 222,300 "
S12000026,Scottish Borders,2011," 147,125 "," 174,622 "," 1,318 "," 230,151,383 "," 94,266 "," 218,996 "
S12000026,Scottish Borders,2012," 137,950 "," 164,991 "," 1,313 "," 216,633,418 "," 86,000 "," 210,000 "
S12000026,Scottish Borders,2013," 136,000 "," 163,363 "," 1,625 "," 265,465,011 "," 86,500 "," 207,500 "
S12000026,Scottish Borders,2014," 143,000 "," 169,725 "," 1,765 "," 299,564,152 "," 86,000 "," 220,000 "
S12000026,Scottish Borders,2015," 145,000 "," 173,387 "," 1,863 "," 323,019,918 "," 90,500 "," 220,000 "
S12000026,Scottish Borders,2016," 147,500 "," 173,963 "," 1,994 "," 346,881,655 "," 90,000 "," 230,000 "
S12000026,Scottish Borders,2017," 147,000 "," 180,832 "," 2,208 "," 399,276,462 "," 90,750 "," 235,000 "
S12000026,Scottish Borders,2018," 153,500 "," 181,382 "," 2,235 "," 405,388,395 "," 94,000 "," 240,000 "
S12000026,Scottish Borders,2019," 143,288 "," 174,084 "," 2,036 "," 354,435,919 "," 90,000 "," 230,000 "
S12000026,Scottish Borders,2020," 160,000 "," 195,165 "," 1,919 "," 374,520,678 "," 97,000 "," 260,000 "
S12000026,Scottish Borders,2021," 165,000 "," 208,719 "," 2,502 "," 522,216,044 "," 102,000 "," 275,000 "
S12000026,Scottish Borders,2022," 171,400 "," 221,933 "," 2,126 "," 471,828,721 "," 110,000 "," 297,750 "
S12000026,Scottish Borders,2023," 170,000 "," 220,585 "," 1,811 "," 399,479,981 "," 110,000 "," 288,500 "
S12000026,Scottish Borders,2024," 179,100 "," 225,616 "," 1,930 "," 435,439,347 "," 110,500 "," 300,000 "
S12000027,Shetland Islands,2004," 60,000 "," 68,405 ", 313 ," 21,410,782 "," 33,600 "," 90,170 "
S12000027,Shetland Islands,2005," 70,000 "," 75,566 ", 280 ," 21,158,520 "," 46,800 "," 95,700 "
S12000027,Shetland Islands,2006," 77,076 "," 85,140 ", 370 ," 31,501,874 "," 49,067 "," 111,083 "
S12000027,Shetland Islands,2007," 96,000 "," 106,256 ", 373 ," 39,633,533 "," 59,000 "," 138,000 "
S12000027,Shetland Islands,2008," 100,111 "," 112,277 ", 341 ," 38,286,581 "," 63,840 "," 157,000 "
S12000027,Shetland Islands,2009," 95,000 "," 104,909 ", 263 ," 27,590,985 "," 67,750 "," 137,500 "
S12000027,Shetland Islands,2010," 107,000 "," 114,104 ", 227 ," 25,901,654 "," 74,329 "," 150,000 "
S12000027,Shetland Islands,2011," 115,025 "," 120,424 ", 302 ," 36,368,132 "," 72,619 "," 158,650 "
S12000027,Shetland Islands,2012," 116,000 "," 119,510 ", 287 ," 34,299,494 "," 80,000 "," 157,500 "
S12000027,Shetland Islands,2013," 120,500 "," 127,433 ", 310 ," 39,504,095 "," 80,000 "," 165,275 "
S12000027,Shetland Islands,2014," 125,000 "," 134,390 ", 329 ," 44,214,150 "," 80,000 "," 175,000 "
S12000027,Shetland Islands,2015," 135,000 "," 141,859 ", 306 ," 43,408,713 "," 91,070 "," 183,300 "
S12000027,Shetland Islands,2016," 149,394 "," 151,069 ", 308 ," 46,529,269 "," 109,050 "," 195,000 "
S12000027,Shetland Islands,2017," 150,666 "," 157,463 ", 321 ," 50,545,688 "," 105,000 "," 200,000 "
S12000027,Shetland Islands,2018," 155,000 "," 164,118 ", 288 ," 47,265,958 "," 120,000 "," 198,000 "
S12000027,Shetland Islands,2019," 154,250 "," 159,805 ", 302 ," 48,261,144 "," 100,000 "," 207,500 "
S12000027,Shetland Islands,2020," 150,000 "," 159,833 ", 254 ," 40,597,560 "," 114,919 "," 200,000 "
S12000027,Shetland Islands,2021," 165,000 "," 175,244 ", 301 ," 52,748,520 "," 125,000 "," 225,000 "
S12000027,Shetland Islands,2022," 177,500 "," 194,012 ", 275 ," 53,353,265 "," 135,000 "," 234,138 "
S12000027,Shetland Islands,2023," 181,600 "," 192,763 ", 232 ," 44,721,091 "," 135,083 "," 240,000 "
S12000027,Shetland Islands,2024," 185,000 "," 203,760 ", 271 ," 55,218,842 "," 145,503 "," 255,000 "
S12000028,South Ayrshire,2004," 85,000 "," 105,033 "," 3,106 "," 326,231,151 "," 50,316 "," 140,000 "
S12000028,South Ayrshire,2005," 100,000 "," 123,842 "," 3,140 "," 388,863,843 "," 63,229 "," 155,000 "
S12000028,South Ayrshire,2006," 120,000 "," 148,446 "," 3,011 "," 446,971,668 "," 77,108 "," 185,000 "
S12000028,South Ayrshire,2007," 132,995 "," 158,064 "," 3,579 "," 565,710,141 "," 88,000 "," 195,313 "
S12000028,South Ayrshire,2008," 125,000 "," 152,738 "," 2,120 "," 323,805,613 "," 85,000 "," 186,250 "
S12000028,South Ayrshire,2009," 126,000 "," 151,362 "," 1,598 "," 241,875,931 "," 85,625 "," 182,375 "
S12000028,South Ayrshire,2010," 125,000 "," 155,894 "," 1,685 "," 262,681,675 "," 85,000 "," 192,000 "
S12000028,South Ayrshire,2011," 125,000 "," 152,326 "," 1,602 "," 244,026,932 "," 82,500 "," 185,000 "
S12000028,South Ayrshire,2012," 120,000 "," 143,348 "," 1,615 "," 231,506,381 "," 76,500 "," 178,000 "
S12000028,South Ayrshire,2013," 125,000 "," 149,526 "," 1,769 "," 264,510,966 "," 80,000 "," 188,000 "
S12000028,South Ayrshire,2014," 125,000 "," 145,725 "," 2,032 "," 296,113,111 "," 77,000 "," 187,500 "
S12000028,South Ayrshire,2015," 132,000 "," 154,951 "," 2,032 "," 314,859,821 "," 81,000 "," 196,025 "
S12000028,South Ayrshire,2016," 130,000 "," 154,464 "," 2,255 "," 348,315,891 "," 80,000 "," 200,000 "
S12000028,South Ayrshire,2017," 131,050 "," 154,886 "," 2,338 "," 362,122,442 "," 80,000 "," 200,000 "
S12000028,South Ayrshire,2018," 135,000 "," 163,755 "," 2,252 "," 368,777,375 "," 88,000 "," 215,000 "
S12000028,South Ayrshire,2019," 130,000 "," 153,958 "," 2,285 "," 351,793,797 "," 82,000 "," 202,179 "
S12000028,South Ayrshire,2020," 147,500 "," 179,809 "," 1,924 "," 345,951,608 "," 88,213 "," 244,258 "
S12000028,South Ayrshire,2021," 155,000 "," 188,672 "," 2,452 "," 462,624,035 "," 95,000 "," 250,000 "
S12000028,South Ayrshire,2022," 165,000 "," 198,374 "," 2,267 "," 449,713,813 "," 97,875 "," 261,500 "
S12000028,South Ayrshire,2023," 165,000 "," 202,300 "," 2,274 "," 460,029,847 "," 97,500 "," 270,253 "
S12000028,South Ayrshire,2024," 175,000 "," 196,599 "," 2,332 "," 458,468,077 "," 105,000 "," 262,000 "
S12000029,South Lanarkshire,2004," 78,226 "," 97,307 "," 8,614 "," 838,202,032 "," 45,000 "," 132,500 "
S12000029,South Lanarkshire,2005," 89,000 "," 110,027 "," 8,639 "," 950,526,677 "," 57,137 "," 145,000 "
S12000029,South Lanarkshire,2006," 103,000 "," 123,589 "," 9,605 "," 1,187,075,092 "," 70,000 "," 158,000 "
S12000029,South Lanarkshire,2007," 112,500 "," 132,199 "," 9,698 "," 1,282,069,157 "," 77,000 "," 163,000 "
S12000029,South Lanarkshire,2008," 116,000 "," 141,683 "," 6,078 "," 861,151,692 "," 80,000 "," 175,000 "
S12000029,South Lanarkshire,2009," 106,000 "," 132,108 "," 3,828 "," 505,710,541 "," 74,000 "," 164,996 "
S12000029,South Lanarkshire,2010," 110,750 "," 134,288 "," 4,310 "," 578,780,050 "," 74,066 "," 170,000 "
S12000029,South Lanarkshire,2011," 110,000 "," 135,508 "," 4,160 "," 563,713,329 "," 74,000 "," 170,000 "
S12000029,South Lanarkshire,2012," 107,000 "," 129,601 "," 4,293 "," 556,375,434 "," 69,995 "," 166,995 "
S12000029,South Lanarkshire,2013," 105,000 "," 124,342 "," 4,601 "," 572,095,345 "," 67,500 "," 160,500 "
S12000029,South Lanarkshire,2014," 107,525 "," 128,340 "," 5,533 "," 710,106,892 "," 67,000 "," 165,500 "
S12000029,South Lanarkshire,2015," 115,000 "," 137,808 "," 5,753 "," 792,810,822 "," 72,500 "," 178,000 "
S12000029,South Lanarkshire,2016," 115,000 "," 140,992 "," 6,111 "," 861,599,096 "," 74,000 "," 181,000 "
S12000029,South Lanarkshire,2017," 123,500 "," 150,780 "," 6,525 "," 983,837,012 "," 77,000 "," 199,995 "
S12000029,South Lanarkshire,2018," 130,501 "," 153,522 "," 6,890 "," 1,057,767,141 "," 82,906 "," 198,950 "
S12000029,South Lanarkshire,2019," 135,000 "," 160,163 "," 7,173 "," 1,148,847,585 "," 85,000 "," 210,000 "
S12000029,South Lanarkshire,2020," 140,000 "," 164,437 "," 5,778 "," 950,117,943 "," 88,000 "," 215,999 "
S12000029,South Lanarkshire,2021," 147,998 "," 176,154 "," 7,612 "," 1,340,881,915 "," 92,500 "," 230,000 "
S12000029,South Lanarkshire,2022," 160,000 "," 191,158 "," 6,875 "," 1,314,209,511 "," 100,000 "," 253,367 "
S12000029,South Lanarkshire,2023," 165,000 "," 195,807 "," 6,235 "," 1,220,858,952 "," 105,000 "," 259,338 "
S12000029,South Lanarkshire,2024," 170,000 "," 200,858 "," 6,586 "," 1,322,851,128 "," 110,000 "," 265,000 "
S12000030,Stirling,2004," 105,000 "," 137,962 "," 2,274 "," 313,726,567 "," 67,013 "," 182,875 "
S12000030,Stirling,2005," 115,000 "," 147,857 "," 2,292 "," 338,887,439 "," 77,000 "," 185,000 "
S12000030,Stirling,2006," 124,500 "," 160,631 "," 2,300 "," 369,451,050 "," 85,000 "," 200,000 "
S12000030,Stirling,2007," 140,000 "," 178,087 "," 2,275 "," 405,148,425 "," 96,000 "," 230,000 "
S12000030,Stirling,2008," 150,000 "," 187,111 "," 1,560 "," 291,893,682 "," 102,000 "," 225,000 "
S12000030,Stirling,2009," 144,000 "," 183,123 "," 1,132 "," 207,295,785 "," 99,999 "," 215,000 "
S12000030,Stirling,2010," 141,763 "," 180,852 "," 1,322 "," 239,086,333 "," 100,000 "," 225,000 "
S12000030,Stirling,2011," 150,000 "," 183,015 "," 1,225 "," 224,193,361 "," 98,000 "," 240,000 "
S12000030,Stirling,2012," 150,000 "," 185,494 "," 1,249 "," 231,681,907 "," 98,500 "," 235,000 "
S12000030,Stirling,2013," 140,000 "," 176,706 "," 1,434 "," 253,396,833 "," 92,000 "," 222,750 "
S12000030,Stirling,2014," 148,199 "," 184,524 "," 1,583 "," 292,102,049 "," 95,000 "," 235,200 "
S12000030,Stirling,2015," 148,000 "," 189,488 "," 1,720 "," 325,918,788 "," 98,888 "," 240,312 "
S12000030,Stirling,2016," 150,000 "," 189,722 "," 1,741 "," 330,306,256 "," 100,000 "," 235,333 "
S12000030,Stirling,2017," 157,000 "," 197,250 "," 1,779 "," 350,906,910 "," 102,950 "," 250,000 "
S12000030,Stirling,2018," 162,000 "," 203,866 "," 1,737 "," 354,114,872 "," 110,000 "," 267,500 "
S12000030,Stirling,2019," 169,000 "," 207,489 "," 1,659 "," 344,224,615 "," 110,080 "," 265,000 "
S12000030,Stirling,2020," 190,000 "," 233,259 "," 1,370 "," 319,565,493 "," 125,000 "," 305,000 "
S12000030,Stirling,2021," 187,000 "," 242,212 "," 1,875 "," 454,147,059 "," 127,000 "," 300,000 "
S12000030,Stirling,2022," 197,995 "," 253,711 "," 1,758 "," 446,023,887 "," 140,000 "," 310,119 "
S12000030,Stirling,2023," 205,000 "," 261,613 "," 1,648 "," 431,138,825 "," 140,000 "," 324,995 "
S12000030,Stirling,2024," 215,000 "," 266,513 "," 1,583 "," 421,889,410 "," 148,234 "," 339,000 "
S12000033,Aberdeen City,2004," 75,000 "," 97,703 "," 7,123 "," 695,941,488 "," 48,500 "," 121,576 "
S12000033,Aberdeen City,2005," 88,000 "," 113,261 "," 7,331 "," 830,318,961 "," 58,000 "," 141,995 "
S12000033,Aberdeen City,2006," 110,000 "," 133,873 "," 7,679 "," 1,028,012,323 "," 75,000 "," 163,298 "
S12000033,Aberdeen City,2007," 140,000 "," 173,502 "," 7,451 "," 1,292,765,106 "," 102,150 "," 210,000 "
S12000033,Aberdeen City,2008," 145,000 "," 176,725 "," 5,380 "," 950,782,556 "," 107,500 "," 215,000 "
S12000033,Aberdeen City,2009," 146,000 "," 171,575 "," 4,128 "," 708,259,763 "," 105,000 "," 207,000 "
S12000033,Aberdeen City,2010," 148,000 "," 183,477 "," 4,499 "," 825,462,406 "," 110,000 "," 222,500 "
S12000033,Aberdeen City,2011," 155,000 "," 190,151 "," 4,339 "," 825,064,357 "," 114,000 "," 226,000 "
S12000033,Aberdeen City,2012," 155,690 "," 192,147 "," 4,632 "," 890,025,977 "," 112,500 "," 225,000 "
S12000033,Aberdeen City,2013," 167,500 "," 202,098 "," 5,533 "," 1,118,207,526 "," 117,055 "," 249,450 "
S12000033,Aberdeen City,2014," 180,000 "," 218,805 "," 5,306 "," 1,160,979,859 "," 125,000 "," 260,000 "
S12000033,Aberdeen City,2015," 185,000 "," 223,986 "," 4,916 "," 1,101,113,263 "," 135,000 "," 269,275 "
S12000033,Aberdeen City,2016," 172,500 "," 204,605 "," 3,942 "," 806,553,671 "," 126,625 "," 249,984 "
S12000033,Aberdeen City,2017," 167,000 "," 201,911 "," 3,997 "," 807,038,021 "," 123,000 "," 250,000 "
S12000033,Aberdeen City,2018," 165,000 "," 199,025 "," 3,889 "," 774,006,664 "," 120,000 "," 242,500 "
S12000033,Aberdeen City,2019," 160,000 "," 196,819 "," 3,964 "," 780,192,009 "," 110,000 "," 251,963 "
S12000033,Aberdeen City,2020," 157,375 "," 187,936 "," 3,176 "," 596,885,431 "," 107,500 "," 239,995 "
S12000033,Aberdeen City,2021," 160,763 "," 195,297 "," 4,786 "," 934,690,132 "," 105,000 "," 249,999 "
S12000033,Aberdeen City,2022," 150,000 "," 187,857 "," 4,719 "," 886,494,889 "," 96,129 "," 244,995 "
S12000033,Aberdeen City,2023," 140,000 "," 178,726 "," 4,132 "," 738,493,925 "," 85,000 "," 234,996 "
S12000033,Aberdeen City,2024," 146,000 "," 180,977 "," 4,458 "," 806,796,207 "," 90,000 "," 237,000 "
S12000034,Aberdeenshire,2004," 95,000 "," 110,063 "," 5,871 "," 646,182,127 "," 55,000 "," 150,000 "
S12000034,Aberdeenshire,2005," 115,021 "," 126,495 "," 6,142 "," 776,930,789 "," 68,000 "," 168,960 "
S12000034,Aberdeenshire,2006," 134,000 "," 148,178 "," 5,993 "," 888,028,843 "," 81,192 "," 190,995 "
S12000034,Aberdeenshire,2007," 173,000 "," 184,402 "," 6,301 "," 1,161,914,001 "," 109,400 "," 240,000 "
S12000034,Aberdeenshire,2008," 180,000 "," 194,317 "," 4,896 "," 951,377,657 "," 115,239 "," 250,000 "
S12000034,Aberdeenshire,2009," 175,000 "," 192,394 "," 4,109 "," 790,548,755 "," 119,999 "," 240,000 "
S12000034,Aberdeenshire,2010," 185,000 "," 202,694 "," 4,356 "," 882,936,956 "," 124,500 "," 250,000 "
S12000034,Aberdeenshire,2011," 190,000 "," 207,816 "," 4,178 "," 868,253,691 "," 125,000 "," 250,000 "
S12000034,Aberdeenshire,2012," 185,995 "," 206,742 "," 4,317 "," 892,504,287 "," 125,000 "," 250,000 "
S12000034,Aberdeenshire,2013," 200,000 "," 216,789 "," 5,195 "," 1,126,220,264 "," 134,600 "," 272,000 "
S12000034,Aberdeenshire,2014," 210,000 "," 227,012 "," 5,803 "," 1,317,350,589 "," 140,000 "," 289,995 "
S12000034,Aberdeenshire,2015," 217,750 "," 234,327 "," 5,051 "," 1,183,588,092 "," 144,000 "," 297,500 "
S12000034,Aberdeenshire,2016," 194,209 "," 212,269 "," 4,081 "," 866,268,726 "," 130,000 "," 270,000 "
S12000034,Aberdeenshire,2017," 195,000 "," 210,475 "," 4,214 "," 886,939,941 "," 133,000 "," 266,875 "
S12000034,Aberdeenshire,2018," 198,000 "," 215,327 "," 4,004 "," 862,168,833 "," 135,000 "," 270,000 "
S12000034,Aberdeenshire,2019," 194,995 "," 211,398 "," 4,102 "," 867,156,111 "," 135,109 "," 265,000 "
S12000034,Aberdeenshire,2020," 195,000 "," 213,159 "," 3,563 "," 759,486,860 "," 135,000 "," 270,000 "
S12000034,Aberdeenshire,2021," 200,000 "," 223,639 "," 5,646 "," 1,262,664,240 "," 140,000 "," 284,995 "
S12000034,Aberdeenshire,2022," 215,000 "," 232,000 "," 4,693 "," 1,088,776,454 "," 142,000 "," 297,000 "
S12000034,Aberdeenshire,2023," 210,161 "," 231,956 "," 3,765 "," 873,314,355 "," 139,995 "," 300,000 "
S12000034,Aberdeenshire,2024," 212,000 "," 231,599 "," 3,929 "," 909,953,958 "," 143,000 "," 298,000 "
S12000035,Argyll and Bute,2004," 75,000 "," 103,334 "," 2,507 "," 259,057,271 "," 40,000 "," 140,500 "
S12000035,Argyll and Bute,2005," 96,057 "," 123,885 "," 2,213 "," 274,158,125 "," 59,500 "," 170,000 "
S12000035,Argyll and Bute,2006," 110,000 "," 132,127 "," 2,469 "," 326,221,162 "," 70,000 "," 170,000 "
S12000035,Argyll and Bute,2007," 126,000 "," 158,279 "," 2,261 "," 357,867,892 "," 82,000 "," 205,000 "
S12000035,Argyll and Bute,2008," 125,000 "," 149,957 "," 1,718 "," 257,625,451 "," 77,000 "," 187,500 "
S12000035,Argyll and Bute,2009," 125,000 "," 150,238 "," 1,215 "," 182,539,762 "," 80,000 "," 197,500 "
S12000035,Argyll and Bute,2010," 125,000 "," 157,335 "," 1,316 "," 207,052,725 "," 80,000 "," 201,500 "
S12000035,Argyll and Bute,2011," 122,500 "," 154,371 "," 1,343 "," 207,320,671 "," 77,000 "," 196,500 "
S12000035,Argyll and Bute,2012," 122,500 "," 149,991 "," 1,313 "," 196,938,531 "," 78,000 "," 189,000 "
S12000035,Argyll and Bute,2013," 121,000 "," 151,281 "," 1,363 "," 206,196,673 "," 75,500 "," 195,000 "
S12000035,Argyll and Bute,2014," 124,995 "," 147,716 "," 1,598 "," 236,049,553 "," 76,500 "," 195,000 "
S12000035,Argyll and Bute,2015," 125,000 "," 152,943 "," 1,566 "," 239,508,446 "," 80,000 "," 198,875 "
S12000035,Argyll and Bute,2016," 125,000 "," 153,246 "," 1,729 "," 264,961,840 "," 75,000 "," 203,500 "
S12000035,Argyll and Bute,2017," 125,000 "," 150,710 "," 1,893 "," 285,293,800 "," 77,250 "," 203,000 "
S12000035,Argyll and Bute,2018," 140,000 "," 164,098 "," 1,801 "," 295,540,889 "," 82,500 "," 217,000 "
S12000035,Argyll and Bute,2019," 145,000 "," 173,588 "," 1,923 "," 333,809,700 "," 86,200 "," 233,500 "
S12000035,Argyll and Bute,2020," 150,000 "," 174,839 "," 1,573 "," 275,021,451 "," 86,500 "," 240,000 "
S12000035,Argyll and Bute,2021," 160,000 "," 192,400 "," 2,265 "," 435,785,052 "," 95,000 "," 257,500 "
S12000035,Argyll and Bute,2022," 176,000 "," 215,421 "," 1,863 "," 401,329,121 "," 110,000 "," 280,998 "
S12000035,Argyll and Bute,2023," 179,500 "," 219,869 "," 1,664 "," 365,862,140 "," 110,000 "," 303,262 "
S12000035,Argyll and Bute,2024," 175,000 "," 217,721 "," 1,744 "," 379,706,002 "," 105,000 "," 285,250 "
S12000036,City of Edinburgh,2004," 138,000 "," 165,252 "," 15,317 "," 2,531,158,391 "," 93,897 "," 198,000 "
S12000036,City of Edinburgh,2005," 145,000 "," 178,604 "," 14,945 "," 2,669,242,680 "," 100,000 "," 210,000 "
S12000036,City of Edinburgh,2006," 160,000 "," 197,309 "," 16,770 "," 3,308,864,697 "," 116,000 "," 232,165 "
S12000036,City of Edinburgh,2007," 175,000 "," 221,432 "," 16,404 "," 3,632,364,057 "," 130,000 "," 249,999 "
S12000036,City of Edinburgh,2008," 172,000 "," 225,428 "," 10,410 "," 2,346,707,531 "," 129,000 "," 250,000 "
S12000036,City of Edinburgh,2009," 163,680 "," 209,759 "," 7,341 "," 1,539,840,817 "," 124,500 "," 245,000 "
S12000036,City of Edinburgh,2010," 175,000 "," 228,891 "," 7,858 "," 1,798,625,453 "," 125,000 "," 270,000 "
S12000036,City of Edinburgh,2011," 175,563 "," 227,363 "," 7,488 "," 1,702,494,453 "," 125,000 "," 268,000 "
S12000036,City of Edinburgh,2012," 175,000 "," 224,893 "," 7,977 "," 1,793,970,951 "," 123,500 "," 265,888 "
S12000036,City of Edinburgh,2013," 175,000 "," 222,891 "," 9,798 "," 2,183,883,447 "," 120,000 "," 265,000 "
S12000036,City of Edinburgh,2014," 179,950 "," 233,276 "," 11,110 "," 2,591,699,699 "," 125,000 "," 282,239 "
S12000036,City of Edinburgh,2015," 195,000 "," 246,421 "," 11,977 "," 2,951,385,437 "," 134,950 "," 300,000 "
S12000036,City of Edinburgh,2016," 190,000 "," 243,175 "," 12,256 "," 2,980,351,097 "," 136,000 "," 290,996 "
S12000036,City of Edinburgh,2017," 210,000 "," 258,316 "," 12,435 "," 3,212,160,834 "," 147,000 "," 310,000 "
S12000036,City of Edinburgh,2018," 221,000 "," 278,589 "," 11,366 "," 3,166,438,957 "," 157,500 "," 330,000 "
S12000036,City of Edinburgh,2019," 226,995 "," 286,125 "," 11,468 "," 3,281,283,540 "," 165,000 "," 330,000 "
S12000036,City of Edinburgh,2020," 240,000 "," 301,897 "," 8,585 "," 2,591,786,225 "," 175,000 "," 352,500 "
S12000036,City of Edinburgh,2021," 250,000 "," 313,632 "," 13,100 "," 4,108,574,992 "," 182,500 "," 365,213 "
S12000036,City of Edinburgh,2022," 270,000 "," 338,094 "," 11,402 "," 3,854,950,488 "," 195,220 "," 390,000 "
S12000036,City of Edinburgh,2023," 269,995 "," 333,902 "," 10,034 "," 3,350,368,677 "," 195,000 "," 390,000 "
S12000036,City of Edinburgh,2024," 272,000 "," 337,101 "," 11,337 "," 3,821,709,718 "," 197,500 "," 390,000 "
S12000038,Renfrewshire,2004," 69,000 "," 87,935 "," 4,620 "," 406,260,111 "," 40,000 "," 115,000 "
S12000038,Renfrewshire,2005," 80,000 "," 99,044 "," 4,761 "," 471,547,177 "," 52,000 "," 127,000 "
S12000038,Renfrewshire,2006," 92,000 "," 111,958 "," 5,200 "," 582,180,375 "," 62,701 "," 140,000 "
S12000038,Renfrewshire,2007," 105,995 "," 125,146 "," 5,491 "," 687,175,773 "," 73,000 "," 155,000 "
S12000038,Renfrewshire,2008," 108,000 "," 129,121 "," 3,538 "," 456,831,731 "," 74,000 "," 158,995 "
S12000038,Renfrewshire,2009," 103,500 "," 120,313 "," 2,211 "," 266,011,923 "," 71,625 "," 150,000 "
S12000038,Renfrewshire,2010," 100,000 "," 123,870 "," 2,168 "," 268,549,289 "," 68,000 "," 158,125 "
S12000038,Renfrewshire,2011," 96,775 "," 119,102 "," 1,971 "," 234,749,635 "," 68,000 "," 145,625 "
S12000038,Renfrewshire,2012," 92,100 "," 111,936 "," 2,083 "," 233,162,466 "," 63,000 "," 140,000 "
S12000038,Renfrewshire,2013," 97,000 "," 115,916 "," 2,587 "," 299,875,934 "," 61,000 "," 151,250 "
S12000038,Renfrewshire,2014," 107,500 "," 128,456 "," 2,991 "," 384,210,533 "," 66,000 "," 168,000 "
S12000038,Renfrewshire,2015," 115,000 "," 132,579 "," 3,183 "," 421,997,578 "," 68,000 "," 175,000 "
S12000038,Renfrewshire,2016," 115,000 "," 134,602 "," 3,730 "," 502,066,549 "," 68,000 "," 177,875 "
S12000038,Renfrewshire,2017," 120,000 "," 138,414 "," 3,821 "," 528,878,769 "," 70,125 "," 185,000 "
S12000038,Renfrewshire,2018," 124,000 "," 144,009 "," 3,925 "," 565,234,338 "," 75,000 "," 190,000 "
S12000038,Renfrewshire,2019," 126,000 "," 147,561 "," 3,853 "," 568,553,798 "," 75,000 "," 196,000 "
S12000038,Renfrewshire,2020," 130,000 "," 154,591 "," 3,248 "," 502,111,008 "," 79,000 "," 208,250 "
S12000038,Renfrewshire,2021," 135,000 "," 162,210 "," 4,509 "," 731,403,734 "," 82,500 "," 220,850 "
S12000038,Renfrewshire,2022," 145,000 "," 176,557 "," 3,957 "," 698,634,668 "," 88,000 "," 240,000 "
S12000038,Renfrewshire,2023," 145,000 "," 182,136 "," 3,633 "," 661,701,021 "," 88,110 "," 245,000 "
S12000038,Renfrewshire,2024," 150,425 "," 185,438 "," 3,756 "," 696,503,451 "," 95,000 "," 247,500 "
S12000039,West Dunbartonshire,2004," 65,000 "," 76,462 "," 2,194 "," 167,756,718 "," 38,000 "," 98,811 "
S12000039,West Dunbartonshire,2005," 78,000 "," 88,677 "," 2,351 "," 208,479,944 "," 50,500 "," 115,000 "
