,postcode,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
369,CH3,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
370,CH4,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
371,CH41,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
372,CH42,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
373,CH43,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
374,CH44,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
375,CH45,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
376,CH46,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
377,CH47,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
378,CH48,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
379,CH49,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
380,CH5,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
381,CH6,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
382,CH60,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
383,CH61,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
384,CH62,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
385,CH63,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
386,CH64,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
387,CH65,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
388,CH66,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
389,CH7,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
390,CH8,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
391,CM0,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
392,CM1,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
393,CM11,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
394,CM12,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
395,CM13,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
396,CM14,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
397,CM15,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
398,CM16,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
399,CM17,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
400,CM18,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
401,CM19,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
402,CM2,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
403,CM20,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
404,CM21,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
405,CM22,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
406,CM23,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
407,CM24,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
408,CM3,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
409,CM4,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
410,CM5,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
411,CM6,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
412,CM7,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
413,CM77,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
414,CM8,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
415,CM9,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
416,CO1,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
417,CO10,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
418,CO11,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
419,CO12,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
420,CO13,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
421,CO14,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
422,CO15,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
423,CO16,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
424,CO2,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
425,CO3,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
426,CO4,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
427,CO5,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
428,CO6,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
429,CO7,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
430,CO8,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
431,CO9,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
432,CR0,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
433,CR2,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
434,CR3,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
435,CR4,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
436,CR5,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
437,CR6,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
438,CR7,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
439,CR8,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
440,CR9,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
441,CT1,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
442,CT10,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
443,CT11,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
444,CT12,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
445,CT13,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
446,CT14,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
447,CT15,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
448,CT16,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
449,CT17,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
450,CT18,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
451,CT19,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
452,CT2,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
453,CT20,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
454,CT21,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
455,CT3,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
456,CT4,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
457,CT5,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
458,CT6,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
459,CT7,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
460,CT8,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
461,CT9,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
462,CV1,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
463,CV10,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
464,CV11,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
465,CV12,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
466,CV13,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
467,CV2,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
468,CV21,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
469,CV22,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
470,CV23,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
471,CV3,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
472,CV31,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
473,CV32,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
474,CV33,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
475,CV34,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
476,CV35,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
477,CV36,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
478,CV37,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
479,CV4,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
480,CV47,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
481,CV5,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
482,CV6,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
483,CV7,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
484,CV8,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
485,CV9,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
486,CW1,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
487,CW10,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
488,CW11,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
489,CW12,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
490,CW2,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
491,CW3,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
492,CW4,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
493,CW5,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
494,CW6,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
495,CW7,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
496,CW8,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
497,CW9,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
498,DA1,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
499,DA10,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
500,DA11,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
501,DA12,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
502,DA13,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
503,DA14,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
504,DA15,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
505,DA16,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
506,DA17,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
507,DA18,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
508,DA2,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
509,DA3,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
510,DA4,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
511,DA5,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
512,DA6,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
513,DA7,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
514,DA8,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
515,DA9,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
516,DD1,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
517,DD10,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
518,DD11,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
519,DD2,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
520,DD3,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
521,DD4,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
522,DD5,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
523,DD6,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
524,DD7,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
525,DD8,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
526,DD9,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
527,DE1,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
528,DE11,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
529,DE12,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
530,DE13,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
531,DE14,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
532,DE15,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
533,DE21,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
534,DE22,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
535,DE23,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
536,DE24,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
537,DE3,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
538,DE4,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
539,DE45,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
540,DE5,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
541,DE55,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
542,DE56,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
543,DE6,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
544,DE65,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
545,DE7,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
546,DE72,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
547,DE73,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
548,DE74,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
549,DE75,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
550,DG1,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
551,DG10,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
552,DG11,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
553,DG12,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
554,DG13,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
555,DG14,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
556,DG16,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
557,DG2,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
558,DG3,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
559,DG4,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
560,DG5,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
561,DG6,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
562,DG7,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
563,DG8,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
564,DG9,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
565,DH1,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
566,DH2,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
567,DH3,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
568,DH4,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
569,DH5,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
570,DH6,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
571,DH7,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
572,DH8,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
573,DH9,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
574,DL1,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
575,DL10,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
576,DL11,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
577,DL12,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
578,DL13,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
579,DL14,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
580,DL15,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
581,DL16,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
582,DL17,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
583,DL2,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
584,DL3,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
585,DL4,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
586,DL5,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
587,DL6,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
588,DL7,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
589,DL8,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
590,DL9,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
591,DN1,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
592,DN10,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
593,DN11,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
594,DN12,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
595,DN14,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
596,DN15,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
597,DN16,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
598,DN17,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
599,DN18,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
600,DN19,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
601,DN2,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
602,DN20,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
603,DN21,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
604,DN22,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
605,DN3,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
606,DN31,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
607,DN32,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
608,DN33,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
609,DN34,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
610,DN35,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
611,DN36,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
612,DN37,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
613,DN38,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
614,DN39,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
615,DN4,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
616,DN40,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
617,DN41,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
618,DN5,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
619,DN6,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
620,DN7,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
621,DN8,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
622,DN9,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
623,DT1,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
624,DT10,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
625,DT11,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
626,DT2,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
627,DT3,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
628,DT4,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
629,DT5,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
630,DT6,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
631,DT7,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
632,DT8,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
633,DT9,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
634,DY1,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
635,DY10,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
636,DY11,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
637,DY12,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
638,DY13,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
639,DY14,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
640,DY2,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
641,DY3,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
642,DY4,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
643,DY5,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
644,DY6,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
645,DY7,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
646,DY8,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
647,DY9,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
648,E1,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
649,E10,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
650,E11,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
651,E12,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
652,E13,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
653,E14,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
654,E15,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
655,E16,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
656,E17,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
657,E18,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
658,E1W,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
659,E2,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
660,E20,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
661,E3,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
662,E4,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
663,E5,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
664,E6,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
665,E7,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
666,E8,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
667,E9,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
668,EC1A,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
669,EC1M,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
670,EC1N,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
671,EC1R,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
672,EC1V,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
673,EC1Y,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
674,EC2A,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
675,EC2M,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
676,EC2R,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
677,EC2V,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
678,EC2Y,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
679,EC3A,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
680,EC3M,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
681,EC3N,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
682,EC3R,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
683,EC3V,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
684,EC4A,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
685,EC4M,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
686,EC4N,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
687,EC4R,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
688,EC4V,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
689,EC4Y,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
690,EH1,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
691,EH10,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
692,EH11,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
693,EH12,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
694,EH13,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
695,EH14,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
696,EH15,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
697,EH16,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
698,EH17,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
699,EH18,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
700,EH19,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
701,EH2,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
702,EH20,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
703,EH21,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
704,EH22,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
705,EH23,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
706,EH24,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
707,EH25,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
708,EH26,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
709,EH27,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
710,EH28,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
711,EH29,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
712,EH3,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
713,EH30,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
714,EH31,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
715,EH32,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
716,EH33,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
717,EH34,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
718,EH35,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
719,EH36,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
720,EH37,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
721,EH38,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
722,EH39,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
723,EH4,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
724,EH40,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
725,EH41,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
726,EH42,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
727,EH43,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
728,EH44,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
729,EH45,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
730,EH46,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
731,EH47,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
732,EH48,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
733,EH49,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
734,EH5,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
735,EH51,1.2,0,0.0,0.0,27.6,0,0.0,0.7,70.5
